planta,fecha,turno,linea,sku,lote_resina,kg_consumida,kg_scrap,unidades_producidas,unidades_rechazadas,cambios_molde,cambios_color,paro_no_programado_min,arranque_post_mantenimiento,nota_supervisor
Envases del Pacífico S.A.S.,2026-07-04,mañana,L1,ENV-500,R-P0053,694.35,21.4,24952,516,0,0,30,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-04,mañana,L2,TAP-38,R-P0053,675.79,22.34,208126,4625,1,0,34,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-04,mañana,L3,ENV-500,R-P0053,498.11,17.71,19625,470,1,0,14,0,turno normal
Envases del Pacífico S.A.S.,2026-07-04,tarde,L2,TAP-38,R-P0053,548.05,14.3,170722,2974,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-04,noche,L1,ENV-500,R-P0053,496.88,15.08,17668,360,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-04,noche,L3,ENV-500,R-P0053,614.73,19.67,24189,520,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-05,mañana,L1,ENV-500,R-P0053,566.76,14.59,20287,348,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-05,mañana,L2,TAP-38,R-P0054,557.56,15.88,173105,3299,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-05,tarde,L2,TAP-38,R-P0054,658.42,14.56,205988,3028,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-05,noche,L1,ENV-500,R-P0054,496.63,14.52,17829,349,0,0,0,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-07-05,noche,L2,TAP-38,R-P0054,554.29,18.07,172271,3774,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-06,mañana,L1,ENV-500,R-P0054,651.83,18.59,23224,443,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-06,mañana,L3,ENV-500,R-P0054,504.45,14.67,19898,387,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-06,tarde,L1,ENV-500,R-P0054,513.7,15.72,18323,376,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-06,tarde,L2,TAP-38,R-P0054,538.77,14.07,167082,2913,0,0,84,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-06,tarde,L3,ENV-500,R-P0054,550.19,19.46,21713,517,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-07-06,noche,L2,TAP-38,R-P0054,647.81,11.66,203348,2422,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-06,noche,L3,ENV-500,R-P0054,510.9,11.32,20384,300,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-07,mañana,L2,BAN-250,R-P0054,609.9,22.76,45988,1159,1,0,12,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-07,mañana,L3,ENV-500,R-P0054,562.54,20.35,22113,540,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-07,tarde,L1,ENV-500,R-P0054,458.61,12.22,16373,291,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-07,tarde,L3,ENV-500,R-P0055,553.24,13.21,22056,351,0,0,65,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-07,noche,L1,ENV-500,R-P0055,605.33,14.75,21728,353,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-07,noche,L2,BAN-250,R-P0055,638.44,20.48,48590,1047,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-08,mañana,L2,BAN-250,R-P0055,520.3,13.95,39470,707,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-08,tarde,L3,ENV-500,R-P0055,797.35,21.08,31578,557,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-08,noche,L1,ENV-500,R-P0055,655.33,21.3,23257,508,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-08,noche,L2,BAN-250,R-P0056,601.48,21.22,45206,1075,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-09,mañana,L1,ENV-1000,R-P0056,500.3,17.04,12622,289,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-09,mañana,L3,ENV-500,R-P0056,592.45,17.33,23531,461,0,0,88,0,"partimos en frío, las primeras bandejas se fueron a reproceso"
Envases del Pacífico S.A.S.,2026-07-09,tarde,L2,BAN-250,R-P0056,425.52,8.77,32416,444,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-09,tarde,L3,ENV-500,R-P0056,532.16,15.4,20984,407,0,0,29,0,producción estable
Envases del Pacífico S.A.S.,2026-07-09,noche,L1,ENV-1000,R-P0056,512.5,14.38,13060,245,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-09,noche,L2,BAN-250,R-P0056,499.96,12.24,38289,624,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-09,noche,L3,ENV-500,R-P0056,585.44,20.77,23040,551,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-10,mañana,L1,ENV-1000,R-P0056,526.16,13.63,13502,233,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-10,mañana,L2,BAN-250,R-P0056,580.3,20.74,43490,1048,0,0,55,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-10,mañana,L3,ENV-500,R-P0056,537.06,12.11,21454,322,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-10,tarde,L1,ENV-1000,R-P0056,575.55,19.61,14475,332,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-10,tarde,L2,BAN-250,R-P0056,500.27,11.97,38097,607,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-10,tarde,L3,ENV-500,R-P0056,484.18,13.75,19166,364,0,0,68,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-10,noche,L1,ENV-1000,R-P0056,521.07,15.0,13233,255,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-10,noche,L2,BAN-250,R-P0056,499.36,12.25,38239,625,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-10,noche,L3,ENV-500,R-P0056,509.69,17.98,20087,478,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-11,mañana,L1,ENV-1000,R-P0056,604.18,15.46,15435,264,0,0,51,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-11,mañana,L2,BAN-250,R-P0057,559.14,13.57,42727,691,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-12,mañana,L1,ENV-1000,R-P0057,507.18,13.56,12926,231,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-12,mañana,L2,BAN-250,R-P0057,482.97,13.59,36891,694,0,0,55,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-12,tarde,L1,ENV-1000,R-P0057,559.33,15.19,14231,258,0,0,38,0,"partimos en frío, las primeras bandejas se fueron a reproceso"
Envases del Pacífico S.A.S.,2026-07-12,tarde,L2,BAN-250,R-P0057,487.82,11.49,37159,583,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-12,tarde,L3,GAL-3800,R-P0057,518.31,18.7,5145,125,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-12,noche,L1,ENV-1000,R-P0057,640.03,18.58,16250,316,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-12,noche,L3,GAL-3800,R-P0057,303.49,6.92,3031,46,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-13,mañana,L2,TAP-38,R-P0057,542.54,21.83,166108,4527,1,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-07-13,tarde,L1,ENV-1000,R-P0057,515.31,13.75,13112,234,0,0,22,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-13,tarde,L2,TAP-38,R-P0057,559.1,22.33,171075,4626,0,1,85,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-13,noche,L2,TAP-38,R-P0057,479.17,12.04,149767,2509,0,0,35,0,turno normal
Envases del Pacífico S.A.S.,2026-07-13,noche,L3,GAL-3800,R-P0057,683.37,22.38,6804,150,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-14,tarde,L1,ENV-500,R-P0057,547.32,20.2,19342,482,1,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-14,tarde,L2,TAP-38,R-P0057,628.65,18.15,194841,3764,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-14,tarde,L3,GAL-3800,R-P0057,700.98,17.18,7029,115,0,0,70,0,turno normal
Envases del Pacífico S.A.S.,2026-07-14,noche,L1,ENV-500,R-P0057,687.23,24.51,24224,582,0,0,51,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-14,noche,L2,TAP-38,R-P0057,740.23,20.67,229895,4292,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-15,mañana,L1,ENV-500,R-P0057,489.23,10.42,17533,248,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-15,mañana,L2,TAP-38,R-P0057,406.91,13.0,126183,2707,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-15,noche,L1,ENV-500,R-P0057,623.49,20.26,21999,480,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-15,noche,L2,TAP-38,R-P0057,556.49,13.15,173593,2730,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-15,noche,L3,GAL-3800,R-P0058,558.14,13.56,5622,91,0,0,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-07-16,mañana,L1,ENV-500,R-P0058,523.26,16.0,18617,382,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-16,mañana,L2,TAP-38,R-P0058,458.84,11.67,143211,2429,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-16,mañana,L3,GAL-3800,R-P0058,625.14,18.05,6254,121,0,0,88,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-16,tarde,L1,ENV-500,R-P0058,744.82,19.05,26586,454,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-16,tarde,L2,TAP-38,R-P0058,697.24,21.05,216318,4377,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-16,noche,L1,ENV-500,R-P0058,596.54,17.95,21141,426,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-17,mañana,L2,TAP-38,R-P0058,580.55,14.75,181046,3068,0,0,75,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-17,mañana,L3,GAL-3800,R-P0058,655.15,18.4,6553,123,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-17,tarde,L1,ENV-500,R-P0058,427.6,11.76,15162,279,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-17,tarde,L2,TAP-38,R-P0058,525.06,13.61,163344,2825,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-17,tarde,L3,GAL-3800,R-P0058,556.81,16.39,5582,110,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-17,noche,L1,ENV-500,R-P0058,522.41,14.51,18587,345,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-17,noche,L3,GAL-3800,R-P0058,532.51,12.18,5325,81,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-18,mañana,L1,ENV-1000,R-P0058,662.53,28.72,16547,487,1,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-18,mañana,L2,TAP-38,R-P0058,445.48,12.61,138774,2629,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-18,mañana,L3,GAL-3800,R-P0058,632.91,15.73,6341,105,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-18,tarde,L1,ENV-1000,R-P0058,520.56,14.7,13270,251,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-18,tarde,L2,TAP-38,R-P0058,679.17,18.97,211093,3942,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-18,tarde,L3,GAL-3800,R-P0058,580.69,19.92,5793,134,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-18,noche,L2,TAP-38,R-P0058,520.38,14.69,161761,3054,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-18,noche,L3,GAL-3800,R-P0058,619.59,19.69,6156,131,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-19,mañana,L1,ENV-1000,R-P0058,630.41,17.65,16090,301,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-07-19,mañana,L2,BAN-250,R-P0058,504.22,20.24,37746,1026,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-19,mañana,L3,GAL-3800,R-P0058,696.34,19.15,6990,128,0,0,44,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-19,tarde,L1,ENV-1000,R-P0058,548.58,13.86,13994,236,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-19,tarde,L3,GAL-3800,R-P0058,699.38,17.18,6988,114,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-19,noche,L1,ENV-1000,R-P0058,582.75,16.78,14835,286,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-19,noche,L3,GAL-3800,R-P0058,630.13,14.56,6336,97,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-20,mañana,L1,ENV-1000,R-P0059,668.87,14.52,17157,247,0,0,23,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-20,mañana,L3,ENV-500,R-P0059,577.56,20.6,22783,548,1,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-20,noche,L1,ENV-1000,R-P0059,316.11,9.29,7994,157,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-20,noche,L2,BAN-250,R-P0059,668.98,17.67,50969,899,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-21,mañana,L1,ENV-1000,R-P0059,556.52,13.89,14203,236,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-21,mañana,L2,BAN-250,R-P0059,508.23,19.91,38317,1015,0,0,0,1,turno normal
Envases del Pacífico S.A.S.,2026-07-21,noche,L2,BAN-250,R-P0059,580.69,13.68,44597,700,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-22,mañana,L1,ENV-1000,R-P0059,573.75,17.02,14578,290,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-22,mañana,L3,ENV-500,R-P0059,651.49,17.5,25890,465,0,0,29,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-22,tarde,L1,ENV-1000,R-P0059,606.69,17.55,15439,299,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-22,tarde,L3,ENV-500,R-P0059,342.77,9.77,13612,260,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-22,noche,L1,ENV-1000,R-P0059,399.8,13.21,10115,225,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-22,noche,L2,BAN-250,R-P0059,477.85,14.72,36367,752,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-22,noche,L3,ENV-500,R-P0059,634.78,18.98,25131,503,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-23,mañana,L1,ENV-1000,R-P0060,543.94,19.39,13678,329,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-23,mañana,L3,ENV-500,R-P0060,560.43,22.41,21905,593,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-23,tarde,L1,ENV-1000,R-P0060,491.99,15.19,12480,258,0,1,66,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-23,tarde,L2,BAN-250,R-P0060,561.61,13.72,42956,699,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-23,tarde,L3,ENV-500,R-P0061,446.91,14.04,17605,371,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-23,noche,L2,BAN-250,R-P0061,630.16,22.69,47427,1151,0,1,51,0,producción estable
Envases del Pacífico S.A.S.,2026-07-23,noche,L3,ENV-500,R-P0061,479.76,15.22,19009,405,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-24,mañana,L1,ENV-1000,R-P0061,575.25,13.72,14724,234,0,0,58,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-24,mañana,L2,BAN-250,R-P0061,526.2,18.46,39783,940,0,1,79,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-24,mañana,L3,ENV-500,R-P0061,574.79,16.8,22737,445,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-24,tarde,L1,ENV-1000,R-P0061,622.2,17.29,15818,294,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-24,tarde,L2,BAN-250,R-P0061,517.03,14.07,39245,714,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-24,tarde,L3,ENV-500,R-P0061,545.24,17.44,21587,464,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-24,noche,L1,ENV-1000,R-P0061,585.31,16.53,14935,282,0,0,70,0,"el equipo no había alcanzado temperatura al iniciar, sobró material"
Envases del Pacífico S.A.S.,2026-07-24,noche,L3,ENV-500,R-P0061,538.78,14.67,21369,389,0,0,71,0,turno normal
Envases del Pacífico S.A.S.,2026-07-25,mañana,L1,ENV-1000,R-P0061,569.96,14.05,14567,239,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-25,mañana,L2,BAN-250,R-P0061,543.16,15.05,41284,765,0,0,67,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-25,tarde,L2,BAN-250,R-P0061,451.62,10.34,34473,525,0,0,77,0,producción estable
Envases del Pacífico S.A.S.,2026-07-25,noche,L1,ENV-1000,R-P0061,570.28,15.24,14461,258,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-26,mañana,L3,ENV-500,R-P0061,689.58,24.67,27005,651,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-26,tarde,L1,ENV-500,R-P0061,438.34,15.17,15322,357,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-26,tarde,L3,ENV-500,R-P0061,650.21,25.67,25440,680,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-26,noche,L1,ENV-500,R-P0061,583.79,15.86,20651,375,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-26,noche,L2,TAP-38,R-P0061,504.48,18.71,154900,3877,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-27,mañana,L1,ENV-500,R-P0061,509.0,14.72,17920,347,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-27,mañana,L2,TAP-38,R-P0061,742.05,25.61,228965,5321,0,0,94,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-27,mañana,L3,ENV-500,R-P0061,464.78,12.84,18440,341,0,1,61,0,producción estable
Envases del Pacífico S.A.S.,2026-07-27,tarde,L1,ENV-500,R-P0062,681.09,28.46,23748,673,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-27,tarde,L2,TAP-38,R-P0062,637.64,13.8,200081,2878,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-27,tarde,L3,ENV-500,R-P0062,337.03,9.58,13364,254,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-27,noche,L1,ENV-500,R-P0062,497.56,11.51,17663,272,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-07-27,noche,L2,TAP-38,R-P0062,472.54,16.42,145890,3415,0,1,30,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-07-28,mañana,L1,ENV-500,R-P0062,519.7,13.66,18332,322,0,0,80,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-28,mañana,L3,GAL-3800,R-P0062,597.65,20.6,5911,137,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-28,tarde,L1,ENV-500,R-P0062,638.95,26.96,22242,637,0,1,0,1,producción estable
Envases del Pacífico S.A.S.,2026-07-28,tarde,L2,TAP-38,R-P0062,618.85,14.27,192940,2959,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-28,tarde,L3,GAL-3800,R-P0062,554.03,16.5,5538,111,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-29,mañana,L1,ENV-500,R-P0062,517.51,14.43,18262,340,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-29,mañana,L3,GAL-3800,R-P0062,763.93,23.3,7618,156,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-29,tarde,L1,ENV-500,R-P0062,569.78,14.1,20179,333,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-29,tarde,L3,GAL-3800,R-P0062,436.91,13.88,4369,93,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-29,noche,L2,TAP-38,R-P0062,537.43,16.52,166764,3438,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-29,noche,L3,GAL-3800,R-P0062,482.09,14.49,4847,98,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-30,mañana,L1,ENV-500,R-P0062,523.82,11.94,18509,281,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-07-30,mañana,L2,TAP-38,R-P0062,526.39,14.38,163417,2983,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-07-30,mañana,L3,GAL-3800,R-P0062,670.1,21.22,6674,142,0,0,0,1,producción estable
Envases del Pacífico S.A.S.,2026-07-30,tarde,L1,ENV-500,R-P0062,537.12,18.35,18746,431,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-30,noche,L1,ENV-500,R-P0062,691.47,24.71,24141,582,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-30,noche,L3,GAL-3800,R-P0063,476.19,13.9,4772,93,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-07-31,mañana,L3,GAL-3800,R-P0063,560.93,17.13,5601,115,0,0,63,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-31,tarde,L1,ENV-1000,R-P0063,443.56,17.45,11185,298,1,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-07-31,tarde,L3,GAL-3800,R-P0063,607.79,22.93,6012,153,0,1,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-07-31,noche,L1,ENV-1000,R-P0063,441.09,10.82,11278,184,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-07-31,noche,L2,TAP-38,R-P0063,504.27,11.95,157542,2486,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-08-01,mañana,L1,ENV-1000,R-P0063,802.41,32.75,20104,556,0,1,65,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-01,mañana,L2,TAP-38,R-P0063,633.95,16.4,198164,3422,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-01,mañana,L3,GAL-3800,R-P0063,600.52,18.26,5966,122,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-01,tarde,L1,ENV-1000,R-P0063,704.8,19.36,17899,329,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-01,tarde,L2,TAP-38,R-P0063,455.65,11.92,141600,2472,0,0,64,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-01,tarde,L3,GAL-3800,R-P0063,587.9,14.28,5913,96,0,0,0,0,la máquina salió fría y las primeras piezas llevaron material de más
Envases del Pacífico S.A.S.,2026-08-01,noche,L1,ENV-1000,R-P0063,435.17,15.46,11032,264,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-01,noche,L2,TAP-38,R-P0063,532.65,15.34,165598,3191,0,0,32,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-08-01,noche,L3,GAL-3800,R-P0063,573.36,15.62,5731,104,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-02,mañana,L1,ENV-1000,R-P0063,509.18,11.84,13095,203,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-08-02,mañana,L2,TAP-38,R-P0063,455.17,7.7,143020,1599,0,0,0,0,"arranque con el molde frío, mucha rebaba en las primeras cajas"
Envases del Pacífico S.A.S.,2026-08-02,mañana,L3,GAL-3800,R-P0063,753.01,22.86,7488,152,0,0,17,0,turno normal
Envases del Pacífico S.A.S.,2026-08-02,tarde,L1,ENV-1000,R-P0063,820.37,22.44,20903,382,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-08-02,tarde,L2,TAP-38,R-P0063,696.93,16.3,217051,3379,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-08-02,tarde,L3,GAL-3800,R-P0063,520.05,14.61,5184,97,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-02,noche,L1,ENV-1000,R-P0063,431.44,13.82,10969,236,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-03,mañana,L1,ENV-1000,R-P0063,585.99,15.48,14947,264,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-03,mañana,L2,BAN-250,R-P0063,549.5,18.82,41162,949,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-03,tarde,L2,BAN-250,R-P0063,461.61,12.69,35148,646,0,0,87,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-03,noche,L1,ENV-1000,R-P0064,541.41,14.99,13765,255,0,0,82,0,turno normal
Envases del Pacífico S.A.S.,2026-08-03,noche,L2,BAN-250,R-P0064,574.15,20.23,43412,1031,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-04,mañana,L1,ENV-1000,R-P0064,558.39,17.06,14198,291,0,0,0,1,sin novedad
