planta,fecha,hora_inicio,turno,linea,maquina,duracion_min,codigo_falla,categoria_falla,comentario_operario
Envases del Pacífico S.A.S.,2026-04-14,18:41,tarde,L3,EMP-06,48.8,ELE-08,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-15,08:14,mañana,L2,INY-04,6.8,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-04-15,09:05,mañana,L2,INY-05,4.0,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-15,09:55,mañana,L2,INY-04,33.0,ELE-03,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-15,12:04,mañana,L2,INY-04,3.3,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-15,12:26,mañana,L2,INY-05,2.8,MEC-04,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-15,14:37,tarde,L1,SOP-02,55.0,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-15,18:01,tarde,L2,INY-03,2.5,MEC-07,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-15,19:43,tarde,L2,INY-04,17.0,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-15,19:52,tarde,L2,INY-03,21.2,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-15,20:48,tarde,L2,INY-03,2.9,MEC-03,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-15,21:21,tarde,L1,SOP-02,2.1,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-15,23:13,noche,L1,SOP-01,5.0,MPR-08,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-04-16,00:34,noche,L1,SOP-01,27.6,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-16,01:53,noche,L1,SOP-02,2.5,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-04-16,03:34,noche,L2,INY-05,3.9,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-16,17:22,tarde,L1,SOP-01,22.3,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-04-16,17:39,tarde,L3,EMP-06,20.7,CAL-02,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-16,18:24,tarde,L1,SOP-02,26.7,MPR-04,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-16,20:53,tarde,L2,INY-05,6.0,OPE-02,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-16,21:19,tarde,L3,EMP-07,4.2,ELE-03,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-16,23:09,noche,L1,SOP-01,2.6,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-04-17,09:18,mañana,L3,EMP-07,18.2,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-17,10:45,mañana,L2,INY-04,4.0,CAL-02,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-17,12:15,mañana,L2,INY-05,23.6,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-17,16:25,tarde,L2,INY-04,66.5,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-17,18:02,tarde,L1,SOP-02,1.2,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-17,21:55,tarde,L1,SOP-02,11.5,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-17,22:31,noche,L1,SOP-01,2.5,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-17,22:33,noche,L1,SOP-01,45.5,MPR-03,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-17,22:51,noche,L1,SOP-02,4.1,ELE-01,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-17,23:22,noche,L3,EMP-06,9.4,OPE-06,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-17,23:57,noche,L3,EMP-07,1.2,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-18,00:01,noche,L3,EMP-06,46.7,MPR-08,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-04-18,00:46,noche,L1,SOP-02,34.2,CAL-08,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-18,01:18,noche,L3,EMP-07,4.1,MEC-02,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-18,02:35,noche,L1,SOP-02,9.0,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-18,02:49,noche,L2,INY-04,5.6,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-18,03:03,noche,L1,SOP-02,18.9,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-04-18,04:22,noche,L1,SOP-01,18.8,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-18,04:23,noche,L1,SOP-02,31.1,,,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-18,04:47,noche,L3,EMP-06,11.4,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-04-18,05:00,noche,L1,SOP-01,10.4,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-18,05:00,noche,L3,EMP-07,14.0,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-18,05:48,noche,L1,SOP-01,20.1,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-18,05:52,noche,L2,INY-05,1.6,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-18,10:56,mañana,L1,SOP-01,24.7,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-18,11:36,mañana,L2,INY-03,8.8,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-18,13:15,mañana,L1,SOP-02,1.6,CAL-06,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-18,14:59,tarde,L2,INY-03,67.1,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-18,17:55,tarde,L1,SOP-02,47.7,ELE-03,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-18,18:15,tarde,L1,SOP-02,5.0,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-18,20:48,tarde,L2,INY-03,4.6,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-04-18,22:42,noche,L3,EMP-06,13.9,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-18,23:01,noche,L3,EMP-07,58.7,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-19,05:19,noche,L3,EMP-06,11.0,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-19,05:41,noche,L3,EMP-07,54.1,ELE-01,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-04-19,06:59,mañana,L2,INY-04,2.8,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-04-19,15:07,tarde,L1,SOP-02,30.6,MPR-04,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-20,02:52,noche,L2,INY-03,1.3,OPE-08,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-20,05:44,noche,L2,INY-04,3.6,MPR-08,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-20,07:13,mañana,L3,EMP-07,26.5,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-20,07:30,mañana,L1,SOP-02,44.1,ELE-05,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-20,10:05,mañana,L1,SOP-01,4.3,ELE-02,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-20,10:39,mañana,L3,EMP-07,14.3,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-04-20,10:55,mañana,L3,EMP-07,24.5,CAL-08,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-20,11:11,mañana,L3,EMP-06,11.8,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-20,11:12,mañana,L1,SOP-02,2.8,ELE-08,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-20,12:23,mañana,L1,SOP-02,18.0,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-20,13:07,mañana,L1,SOP-02,21.6,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-20,13:23,mañana,L2,INY-04,10.8,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-20,13:51,mañana,L1,SOP-02,40.4,CAL-05,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-20,16:06,tarde,L2,INY-03,13.5,CAL-06,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-20,19:21,tarde,L1,SOP-01,93.4,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-04-21,00:01,noche,L1,SOP-02,3.6,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-04-21,02:04,noche,L3,EMP-07,5.5,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-21,03:32,noche,L3,EMP-07,46.8,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-04-21,03:34,noche,L3,EMP-06,18.7,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-04-21,04:57,noche,L3,EMP-07,24.1,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-21,06:39,mañana,L1,SOP-01,1.8,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-21,07:38,mañana,L3,EMP-07,3.4,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-21,08:15,mañana,L3,EMP-07,59.1,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-04-21,11:54,mañana,L1,SOP-01,8.8,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-21,13:44,mañana,L2,INY-03,3.3,ELE-01,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-21,18:03,tarde,L1,SOP-02,8.3,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-04-21,19:05,tarde,L1,SOP-02,87.2,CAL-06,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-21,19:36,tarde,L2,INY-04,63.9,CAL-05,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-22,06:09,mañana,L3,EMP-06,15.1,MEC-07,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-22,07:18,mañana,L2,INY-03,2.7,CAL-01,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-22,09:09,mañana,L2,INY-04,3.6,CAL-08,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-22,13:00,mañana,L3,EMP-06,6.8,CAL-02,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-22,13:21,mañana,L3,EMP-07,79.7,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-22,13:41,mañana,L3,EMP-06,1.4,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-22,14:01,tarde,L2,INY-04,3.9,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-22,14:42,tarde,L3,EMP-06,5.7,MPR-04,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-22,18:28,tarde,L1,SOP-02,29.4,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-22,19:18,tarde,L1,SOP-02,40.3,ELE-06,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-04-22,20:28,tarde,L3,EMP-06,2.4,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-04-23,01:05,noche,L3,EMP-06,12.1,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-04-23,04:19,noche,L3,EMP-06,2.7,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-04-23,09:28,mañana,L2,INY-03,51.4,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-23,13:58,mañana,L2,INY-03,1.3,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-23,15:18,tarde,L3,EMP-06,42.2,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-23,16:52,tarde,L2,INY-05,2.5,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-23,17:37,tarde,L2,INY-05,39.4,OPE-06,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-23,21:55,tarde,L2,INY-03,1.1,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-24,00:57,noche,L3,EMP-06,55.7,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-24,10:27,mañana,L3,EMP-06,2.5,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-24,20:20,tarde,L2,INY-04,11.1,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-04-24,23:18,noche,L3,EMP-07,14.5,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-25,00:04,noche,L2,INY-03,15.3,CAL-03,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-25,01:49,noche,L1,SOP-01,2.9,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-04-25,02:32,noche,L2,INY-03,28.8,MEC-08,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-25,03:23,noche,L3,EMP-07,49.9,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-25,03:29,noche,L1,SOP-01,85.4,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-25,04:49,noche,L2,INY-05,4.3,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-25,05:24,noche,L1,SOP-02,60.7,OPE-08,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-25,05:39,noche,L3,EMP-06,26.2,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-25,05:51,noche,L1,SOP-02,8.4,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-04-25,05:53,noche,L2,INY-05,21.4,ELE-03,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-04-25,05:53,noche,L3,EMP-07,19.9,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-25,05:56,noche,L1,SOP-02,2.4,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-25,05:57,noche,L2,INY-03,48.0,MPR-03,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-04-25,07:42,mañana,L3,EMP-07,7.4,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-25,09:30,mañana,L3,EMP-06,2.6,OPE-03,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-25,17:08,tarde,L1,SOP-02,27.8,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-04-25,17:58,tarde,L2,INY-03,1.3,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-04-26,11:47,mañana,L2,INY-05,10.3,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-04-26,12:47,mañana,L2,INY-05,4.0,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-26,14:43,tarde,L1,SOP-01,16.5,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-04-26,16:24,tarde,L2,INY-04,27.0,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-04-27,01:01,noche,L2,INY-05,3.7,ELE-04,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-04-27,05:27,noche,L1,SOP-01,35.3,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-04-27,08:01,mañana,L2,INY-05,2.4,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-27,18:58,tarde,L1,SOP-01,2.3,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-28,06:56,mañana,L2,INY-03,37.8,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-28,09:41,mañana,L2,INY-03,4.3,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-04-28,20:16,tarde,L3,EMP-06,25.9,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-04-28,23:13,noche,L1,SOP-02,12.2,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-29,09:16,mañana,L3,EMP-06,4.6,OPE-08,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-04-29,20:47,tarde,L1,SOP-01,41.4,CAL-01,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-04-29,23:54,noche,L2,INY-04,2.2,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-04-30,00:40,noche,L2,INY-03,34.2,ELE-08,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-04-30,07:56,mañana,L3,EMP-06,3.5,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-04-30,08:20,mañana,L1,SOP-02,4.8,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-04-30,19:02,tarde,L2,INY-05,24.4,ELE-06,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-05-01,00:42,noche,L1,SOP-02,9.4,OPE-08,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-05-01,02:02,noche,L1,SOP-02,34.5,MEC-04,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-05-01,04:06,noche,L2,INY-03,15.0,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-05-01,07:34,mañana,L2,INY-04,102.7,CAL-04,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-05-01,12:36,mañana,L1,SOP-01,1.4,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-05-01,13:33,mañana,L2,INY-05,1.5,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-05-01,14:47,tarde,L1,SOP-02,26.0,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-05-01,14:54,tarde,L1,SOP-01,36.9,OPE-06,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-05-01,15:31,tarde,L1,SOP-02,29.1,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-05-01,16:35,tarde,L1,SOP-01,15.7,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-05-01,22:00,noche,L2,INY-04,4.7,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-05-01,22:19,noche,L1,SOP-02,5.3,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-05-01,23:01,noche,L1,SOP-01,27.2,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-05-01,23:01,noche,L2,INY-03,21.1,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-01,23:37,noche,L3,EMP-07,54.8,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-05-02,00:00,noche,L2,INY-05,27.6,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-05-02,00:36,noche,L1,SOP-01,19.4,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-02,00:42,noche,L2,INY-03,36.2,ELE-07,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-05-02,00:44,noche,L1,SOP-02,16.0,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-05-02,01:33,noche,L2,INY-03,3.4,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-05-02,01:45,noche,L3,EMP-06,30.1,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-05-02,03:35,noche,L2,INY-03,22.1,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-05-02,03:38,noche,L1,SOP-02,2.8,MEC-05,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-05-02,04:38,noche,L3,EMP-06,3.2,OPE-06,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-05-02,05:50,noche,L1,SOP-02,2.9,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-05-02,15:20,tarde,L1,SOP-01,39.4,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-05-02,16:47,tarde,L1,SOP-01,3.4,ELE-02,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-05-02,22:23,noche,L2,INY-03,1.5,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-05-03,09:23,mañana,L3,EMP-07,4.4,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-05-03,11:16,mañana,L3,EMP-07,21.6,MEC-07,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-05-03,15:11,tarde,L1,SOP-01,3.6,OPE-03,Operativa,tolva vacía por demora del montacargas
